FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
quadra.fid-26cf0271_1572a199e54_6c7,86184,Quadras Esportivas nas Escolas - Santa Cruz - RN - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,SANTA CRUZ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-36.023 -6.229)),0
quadra.fid-26cf0271_1572a199e54_6c8,86185,Quadras Esportivas nas Escolas - Santa Cruz - RN - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,SANTA CRUZ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-36.023 -6.229)),0
quadra.fid-26cf0271_1572a199e54_6c9,86186,Quadras Esportivas nas Escolas - São Bento do Trairí - RN - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,SÃO BENTO DO TRAIRÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-36.087 -6.342)),0
quadra.fid-26cf0271_1572a199e54_6ca,86188,Quadras Esportivas nas Escolas - São José do Campestre - RN - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,SÃO JOSÉ DO CAMPESTRE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-35.714 -6.316)),0
quadra.fid-26cf0271_1572a199e54_6cb,86189,Quadras Esportivas nas Escolas - São Rafael - RN - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,SÃO RAFAEL,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.921 -5.799)),0
quadra.fid-26cf0271_1572a199e54_6cc,86190,Quadras Esportivas nas Escolas - Senador Elói de Souza - RN - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,SENADOR ELÓI DE SOUZA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-35.693 -6.036)),0
quadra.fid-26cf0271_1572a199e54_6cd,86191,Quadras Esportivas nas Escolas - Severiano Melo - RN - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,SEVERIANO MELO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.958 -5.777)),0
quadra.fid-26cf0271_1572a199e54_6ce,86192,Quadras Esportivas nas Escolas - Taboleiro Grande - RN - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,TABOLEIRO GRANDE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.045 -5.93)),0
quadra.fid-26cf0271_1572a199e54_6cf,86193,Quadras Esportivas nas Escolas - Touros - RN - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,TOUROS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-35.461 -5.199)),0
quadra.fid-26cf0271_1572a199e54_6d0,86195,Quadras Esportivas nas Escolas - São João do Rio do Peixe - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,SÃO JOÃO DO RIO DO PEIXE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.449 -6.729)),0
quadra.fid-26cf0271_1572a199e54_6d1,86196,Quadras Esportivas nas Escolas - Areia de Baraúnas - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,AREIA DE BARAÚNAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-36.941 -7.123)),0
quadra.fid-26cf0271_1572a199e54_6d2,86197,Quadras Esportivas nas Escolas - Bananeiras - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,BANANEIRAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.633 -6.75)),0
quadra.fid-26cf0271_1572a199e54_6d3,86201,Quadras Esportivas nas Escolas - Lagoa de Dentro - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,LAGOA DE DENTRO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.379 -6.673)),0
quadra.fid-26cf0271_1572a199e54_6d4,86202,Quadras Esportivas nas Escolas - Massaranduba - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,MASSARANDUBA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.789 -7.2)),0
quadra.fid-26cf0271_1572a199e54_6d5,86203,Quadras Esportivas nas Escolas - Montadas - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,MONTADAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.959 -7.088)),0
quadra.fid-26cf0271_1572a199e54_6d6,86204,Quadras Esportivas nas Escolas - Monteiro - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,MONTEIRO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.12 -7.889)),0
quadra.fid-26cf0271_1572a199e54_6d7,86205,Quadras Esportivas nas Escolas - Monteiro - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,MONTEIRO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.12 -7.889)),0
quadra.fid-26cf0271_1572a199e54_6d8,86206,Quadras Esportivas nas Escolas - Mulungu - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,MULUNGU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.462 -7.024)),0
quadra.fid-26cf0271_1572a199e54_6d9,86207,Quadras Esportivas nas Escolas - Patos - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,PATOS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-37.28 -7.024)),0
quadra.fid-26cf0271_1572a199e54_6da,86351,Quadras Esportivas nas Escolas - Dona Eusébia - MG - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MG,DONA EUSÉBIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.811 -21.316)),0
quadra.fid-26cf0271_1572a199e54_6db,86208,Quadras Esportivas nas Escolas - Patos - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,PATOS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-37.28 -7.024)),0
quadra.fid-26cf0271_1572a199e54_6dc,86209,Quadras Esportivas nas Escolas - Patos - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,PATOS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-37.28 -7.024)),0
quadra.fid-26cf0271_1572a199e54_6dd,86211,Quadras Esportivas nas Escolas - São João do Tigre - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,SÃO JOÃO DO TIGRE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.848 -8.079)),0
quadra.fid-26cf0271_1572a199e54_6de,86212,Quadras Esportivas nas Escolas - São José do Sabugi - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,SÃO JOSÉ DO SABUGI,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.799 -6.776)),0
quadra.fid-26cf0271_1572a199e54_6df,86213,Quadras Esportivas nas Escolas - Sertãozinho - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,SERTÃOZINHO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-35.442 -6.751)),0
quadra.fid-26cf0271_1572a199e54_6e0,86215,Quadras Esportivas nas Escolas - Triunfo - PB - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PB,TRIUNFO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.597 -6.579)),0
quadra.fid-26cf0271_1572a199e54_6e1,86218,Quadras Esportivas nas Escolas - Casinhas - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,CASINHAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.721 -7.741)),0
quadra.fid-26cf0271_1572a199e54_6e2,86219,Quadras Esportivas nas Escolas - Flores - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,FLORES,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.975 -7.866)),0
quadra.fid-26cf0271_1572a199e54_6e3,86220,Quadras Esportivas nas Escolas - Ilha de Itamaracá - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,ILHA DE ITAMARACÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-34.826 -7.748)),0
quadra.fid-26cf0271_1572a199e54_6e4,86221,Quadras Esportivas nas Escolas - Ilha de Itamaracá - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,ILHA DE ITAMARACÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-34.826 -7.748)),0
quadra.fid-26cf0271_1572a199e54_6e5,86222,Quadras Esportivas nas Escolas - Itapetim - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,ITAPETIM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-37.19 -7.378)),0
quadra.fid-26cf0271_1572a199e54_6e6,86223,Quadras Esportivas nas Escolas - Jataúba - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,JATAÚBA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.496 -7.99)),0
quadra.fid-26cf0271_1572a199e54_6e7,86224,Quadras Esportivas nas Escolas - Orocó - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,OROCÓ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.602 -8.62)),0
quadra.fid-26cf0271_1572a199e54_6e8,86225,Quadras Esportivas nas Escolas - Palmeirina - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,PALMEIRINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.326 -9.004)),0
quadra.fid-26cf0271_1572a199e54_6e9,86226,Quadras Esportivas nas Escolas - Paranatama - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,PARANATAMA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-36.658 -8.921)),0
quadra.fid-26cf0271_1572a199e54_6ea,86227,Quadras Esportivas nas Escolas - Riacho das Almas - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,RIACHO DAS ALMAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-35.856 -8.134)),0
quadra.fid-26cf0271_1572a199e54_6eb,86228,Quadras Esportivas nas Escolas - Salgueiro - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,SALGUEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-39.12 -8.067)),0
quadra.fid-26cf0271_1572a199e54_6ec,86230,Quadras Esportivas nas Escolas - Tacaimbó - PE - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PE,TACAIMBÓ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.293 -8.316)),0
quadra.fid-26cf0271_1572a199e54_6ed,86231,Quadras Esportivas nas Escolas - Chã Preta - AL - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AL,CHÃ PRETA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.296 -9.255)),0
quadra.fid-26cf0271_1572a199e54_6ee,86233,Quadras Esportivas nas Escolas - Delmiro Gouveia - AL - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AL,DELMIRO GOUVEIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.996 -9.386)),0
quadra.fid-26cf0271_1572a199e54_6ef,86234,Quadras Esportivas nas Escolas - Feira Grande - AL - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AL,FEIRA GRANDE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-36.678 -9.9)),0
quadra.fid-26cf0271_1572a199e54_6f0,86235,Quadras Esportivas nas Escolas - Feira Grande - AL - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AL,FEIRA GRANDE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-36.678 -9.9)),0
quadra.fid-26cf0271_1572a199e54_6f1,86236,Quadras Esportivas nas Escolas - Feira Grande - AL - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AL,FEIRA GRANDE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.678 -9.9)),0
quadra.fid-26cf0271_1572a199e54_6f2,86238,Quadras Esportivas nas Escolas - Jaramataia - AL - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AL,JARAMATAIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.002 -9.659)),0
